_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,flow,transition,target_participant_id,group_id,round_index,counted_rounds,rounds_required,status,role,roles,offer,decision,deadline,feedback_until,last_round,total_score,totals,timeout_count,max_timeouts,completion_reason,coin_value_dollars,batch_id,treatment
{},{},134,2026-06-16 21:29:23,False,,,GameTrial,54,51,,True,54,12,38,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 12, ""group_id"": 6, ""participant_id"": 12, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""14"": 5}, ""totals"": {""12"": 121, ""14"": 129}}, ""total_score"": 121, ""totals"": {""12"": 121, ""14"": 129}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,216,,,212.713,819.5,1444.5,625.0,0.2712707182320442,0.961878453038674,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,12.0,6.0,25.0,25.0,25.0,complete,responder,"{""12"": ""responder"", ""14"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""14"": 5}, ""totals"": {""12"": 121, ""14"": 129}}",121.0,"{""12"": 121, ""14"": 129}",0.0,5.0,Completed all counted rounds.,0.005,batch-0616,constant
{},{},135,2026-06-16 21:29:23,False,,,GameTrial,54,51,,True,54,14,39,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 14, ""group_id"": 6, ""participant_id"": 14, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""14"": 5}, ""totals"": {""12"": 121, ""14"": 129}}, ""total_score"": 129, ""totals"": {""12"": 121, ""14"": 129}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,217,,,207.372,158.0,783.0,625.0,0.2712707182320442,0.961878453038674,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,14.0,6.0,25.0,25.0,25.0,complete,proposer,"{""12"": ""responder"", ""14"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""14"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""14"": 5}, ""totals"": {""12"": 121, ""14"": 129}}",129.0,"{""12"": 121, ""14"": 129}",0.0,5.0,Completed all counted rounds.,0.005,batch-0616,constant
{},{},167,2026-06-16 21:32:34,False,,,GameTrial,56,52,,True,56,13,43,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 13, ""group_id"": 7, ""participant_id"": 13, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,228,,,216.99,608.0,1233.0,625.0,0.2712707182320442,0.961878453038674,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,13.0,7.0,25.0,25.0,25.0,complete,proposer,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0616,constant
{},{},168,2026-06-16 21:32:34,False,,,GameTrial,56,52,,True,56,15,44,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 15, ""group_id"": 7, ""participant_id"": 15, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,227,,,217.784,158.0,783.0,625.0,0.2712707182320442,0.961878453038674,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,15.0,7.0,25.0,25.0,25.0,complete,responder,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0616,constant
{},{},20,2026-06-17 19:30:00,False,,,GameTrial,46,46,,True,46,2,15,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 2, ""group_id"": 1, ""participant_id"": 2, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""1"": 5, ""2"": 5}, ""totals"": {""1"": 118, ""2"": 92}}, ""total_score"": 92, ""totals"": {""1"": 118, ""2"": 92}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,121,,,190.413,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,2.0,1.0,25.0,25.0,25.0,complete,responder,"{""1"": ""proposer"", ""2"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""1"": 5, ""2"": 5}, ""totals"": {""1"": 118, ""2"": 92}}",92.0,"{""1"": 118, ""2"": 92}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},21,2026-06-17 19:30:00,False,,,GameTrial,46,46,,True,46,1,16,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 1, ""group_id"": 1, ""participant_id"": 1, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""1"": 5, ""2"": 5}, ""totals"": {""1"": 118, ""2"": 92}}, ""total_score"": 118, ""totals"": {""1"": 118, ""2"": 92}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,120,,,190.045,106.0,256.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,1.0,1.0,25.0,25.0,25.0,complete,proposer,"{""1"": ""proposer"", ""2"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""1"": ""proposer"", ""2"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""1"": 5, ""2"": 5}, ""totals"": {""1"": 118, ""2"": 92}}",118.0,"{""1"": 118, ""2"": 92}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},39,2026-06-17 19:30:08,False,,,GameTrial,47,47,,True,47,7,18,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 7, ""group_id"": 2, ""participant_id"": 7, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""3"": 5, ""7"": 5}, ""totals"": {""3"": 125, ""7"": 125}}, ""total_score"": 125, ""totals"": {""3"": 125, ""7"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,129,,,198.25,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,7.0,2.0,25.0,25.0,25.0,complete,responder,"{""3"": ""proposer"", ""7"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""3"": 5, ""7"": 5}, ""totals"": {""3"": 125, ""7"": 125}}",125.0,"{""3"": 125, ""7"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},40,2026-06-17 19:30:08,False,,,GameTrial,47,47,,True,47,3,19,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 3, ""group_id"": 2, ""participant_id"": 3, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""3"": 5, ""7"": 5}, ""totals"": {""3"": 125, ""7"": 125}}, ""total_score"": 125, ""totals"": {""3"": 125, ""7"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,128,,,198.392,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,3.0,2.0,25.0,25.0,25.0,complete,proposer,"{""3"": ""proposer"", ""7"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""3"": ""proposer"", ""7"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""3"": 5, ""7"": 5}, ""totals"": {""3"": 125, ""7"": 125}}",125.0,"{""3"": 125, ""7"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},42,2026-06-17 19:30:28,False,,,GameTrial,48,48,,True,48,6,25,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 6, ""group_id"": 3, ""participant_id"": 6, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""5"": 5, ""6"": 5}, ""totals"": {""5"": 120, ""6"": 120}}, ""total_score"": 120, ""totals"": {""5"": 120, ""6"": 120}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,154,,,233.917,106.0,256.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,6.0,3.0,25.0,25.0,25.0,complete,proposer,"{""5"": ""responder"", ""6"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""5"": 5, ""6"": 5}, ""totals"": {""5"": 120, ""6"": 120}}",120.0,"{""5"": 120, ""6"": 120}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},43,2026-06-17 19:30:28,False,,,GameTrial,48,48,,True,48,5,23,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 5, ""group_id"": 3, ""participant_id"": 5, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""5"": 5, ""6"": 5}, ""totals"": {""5"": 120, ""6"": 120}}, ""total_score"": 120, ""totals"": {""5"": 120, ""6"": 120}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,155,,,233.684,98.5,248.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,5.0,3.0,25.0,25.0,25.0,complete,responder,"{""5"": ""responder"", ""6"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""5"": ""responder"", ""6"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""5"": 5, ""6"": 5}, ""totals"": {""5"": 120, ""6"": 120}}",120.0,"{""5"": 120, ""6"": 120}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},45,2026-06-17 19:30:44,False,,,GameTrial,49,49,,True,49,4,29,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 4, ""group_id"": 4, ""participant_id"": 4, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""payoffs"": {""4"": 0, ""10"": 0}, ""totals"": {""4"": 64, ""10"": 76}}, ""total_score"": 64, ""totals"": {""4"": 64, ""10"": 76}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,173,,,268.30899999999997,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,4.0,4.0,25.0,25.0,25.0,complete,responder,"{""4"": ""responder"", ""10"": ""proposer""}",4.0,reject,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""payoffs"": {""4"": 0, ""10"": 0}, ""totals"": {""4"": 64, ""10"": 76}}",64.0,"{""4"": 64, ""10"": 76}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},46,2026-06-17 19:30:44,False,,,GameTrial,49,49,,True,49,10,28,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 10, ""group_id"": 4, ""participant_id"": 10, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""payoffs"": {""4"": 0, ""10"": 0}, ""totals"": {""4"": 64, ""10"": 76}}, ""total_score"": 76, ""totals"": {""4"": 64, ""10"": 76}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,172,,,269.674,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,10.0,4.0,25.0,25.0,25.0,complete,proposer,"{""4"": ""responder"", ""10"": ""proposer""}",4.0,reject,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""4"": ""responder"", ""10"": ""proposer""}, ""offer"": 4, ""decision"": ""reject"", ""payoffs"": {""4"": 0, ""10"": 0}, ""totals"": {""4"": 64, ""10"": 76}}",76.0,"{""4"": 64, ""10"": 76}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},65,2026-06-17 19:31:29,False,,,GameTrial,50,50,,True,50,11,38,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 11, ""group_id"": 5, ""participant_id"": 11, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""8"": 5, ""11"": 5}, ""totals"": {""8"": 115, ""11"": 115}}, ""total_score"": 115, ""totals"": {""8"": 115, ""11"": 115}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,198,,,268.48699999999997,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,11.0,5.0,25.0,25.0,25.0,complete,responder,"{""8"": ""proposer"", ""11"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""8"": 5, ""11"": 5}, ""totals"": {""8"": 115, ""11"": 115}}",115.0,"{""8"": 115, ""11"": 115}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},66,2026-06-17 19:31:29,False,,,GameTrial,50,50,,True,50,8,37,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 8, ""group_id"": 5, ""participant_id"": 8, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""8"": 5, ""11"": 5}, ""totals"": {""8"": 115, ""11"": 115}}, ""total_score"": 115, ""totals"": {""8"": 115, ""11"": 115}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,199,,,269.557,114.0,264.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,8.0,5.0,25.0,25.0,25.0,complete,proposer,"{""8"": ""proposer"", ""11"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""8"": ""proposer"", ""11"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""8"": 5, ""11"": 5}, ""totals"": {""8"": 115, ""11"": 115}}",115.0,"{""8"": 115, ""11"": 115}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},84,2026-06-17 19:32:06,False,,,GameTrial,51,51,,True,51,15,41,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 15, ""group_id"": 6, ""participant_id"": 15, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,171,,,187.366,99.0,249.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,15.0,6.0,25.0,25.0,25.0,complete,responder,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},85,2026-06-17 19:32:06,False,,,GameTrial,51,51,,True,51,13,42,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 13, ""group_id"": 6, ""participant_id"": 13, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,170,,,187.689,106.0,256.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,13.0,6.0,25.0,25.0,25.0,complete,proposer,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},104,2026-06-17 19:32:32,False,,,GameTrial,52,52,,True,52,18,46,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 18, ""group_id"": 7, ""participant_id"": 18, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""12"": ""proposer"", ""18"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""proposer"", ""18"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""18"": 5}, ""totals"": {""12"": 106, ""18"": 104}}, ""total_score"": 104, ""totals"": {""12"": 106, ""18"": 104}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,246,,,278.81,98.5,248.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,18.0,7.0,25.0,25.0,25.0,complete,responder,"{""12"": ""proposer"", ""18"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""proposer"", ""18"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""18"": 5}, ""totals"": {""12"": 106, ""18"": 104}}",104.0,"{""12"": 106, ""18"": 104}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
